seed,K,split,accuracy,precision,recall,f1,auc
123,1,train,0.8725454614914425,0.2504692544485322,0.4980591221260078,0.3333166808213019,0.8024492350292544
123,1,val,0.8597506678539626,0.31443798449612403,0.8022249690976514,0.45179255134006263,0.893824263049711
123,1,test,0.8415029480234101,0.21097384886892348,0.35714285714285715,0.2652546646495209,0.7197436081180616
123,3,train,0.843549434596577,0.24902804416567312,0.7172290235891311,0.36969487090692216,0.837724434236289
123,3,val,0.7940338379341051,0.24899866488651534,0.9221260815822002,0.3921156373193167,0.8674770529081657
123,3,test,0.8108478558840807,0.2427104722792608,0.6420423682781097,0.35225748770675014,0.7695284527212153
123,5,train,0.8697470965770171,0.2572408003358052,0.5489698417438041,0.3503239329268293,0.7555685967928777
123,5,val,0.8369545859305432,0.24500998003992017,0.6069221260815822,0.3490934944898685,0.838266401078264
123,5,test,0.833365968278833,0.21491039426523298,0.4071156979902227,0.2813174439335648,0.6709682211899046
123,7,train,0.8443994498777506,0.24391415759128762,0.6821439235592714,0.35933936295713725,0.8645385592171623
123,7,val,0.8123775601068567,0.26621037463976943,0.9134734239802225,0.4122733612273361,0.9267051210775428
123,7,test,0.8096512412157605,0.23401574803149605,0.6053775122216187,0.33754826985689407,0.7838891188426478
